time_step,hour_of_day,day_of_week,cpu_util_percent,mem_util_percent,net_in_mbps,net_out_mbps,disk_io_percent
992,10.67,3,60.36,60.39,90.15,176.89,24.55
993,10.75,3,60.23,60.39,93.15,171.78,20.71
994,10.83,3,67.3,64.57,97.82,181.66,24.83
995,10.92,3,61.56,65.66,99.17,192.55,23.35
996,11.0,3,67.88,63.55,110.65,215.9,26.36
997,11.08,3,66.06,63.67,95.86,182.63,22.92
998,11.17,3,64.44,65.46,93.59,173.62,30.97
999,11.25,3,66.16,66.12,96.95,182.93,25.79
1000,11.33,3,66.03,65.82,93.39,187.95,24.37
1001,11.42,3,64.14,64.02,88.76,163.11,29.11
1002,11.5,3,58.68,59.28,93.8,181.49,33.32
1003,11.58,3,65.51,63.1,90.42,173.38,24.76
1004,11.67,3,70.43,68.95,95.86,176.77,26.63
1005,11.75,3,59.33,63.24,93.38,176.51,21.88
1006,11.83,3,61.6,60.05,96.72,175.08,28.05
1007,11.92,3,66.49,66.66,113.45,215.66,30.44
1008,12.0,3,81.11,74.12,122.09,231.93,54.06
1009,12.08,3,82.41,72.19,120.51,220.08,52.81
1010,12.17,3,62.53,63.99,97.81,188.84,27.77
1011,12.25,3,69.03,68.08,96.65,180.64,30.22
1012,12.33,3,65.09,62.9,97.6,181.91,32.49
1013,12.42,3,67.32,69.95,100.66,186.31,24.5
1014,12.5,3,65.95,67.12,89.8,174.95,29.9
1015,12.58,3,65.38,65.47,93.07,169.15,26.77
1016,12.67,3,66.89,65.03,102.89,187.25,19.79
1017,12.75,3,65.27,65.36,93.17,174.75,32.41
1018,12.83,3,60.36,59.04,92.32,173.4,26.28
1019,12.92,3,68.23,69.87,104.05,200.43,29.49
1020,13.0,3,67.18,67.49,102.42,193.9,30.58
1021,13.08,3,56.83,63.5,97.04,184.22,26.59
1022,13.17,3,61.78,62.86,84.49,153.99,21.58
1023,13.25,3,67.59,64.69,109.24,205.49,29.6
1024,13.33,3,57.4,59.48,87.67,157.81,26.34
1025,13.42,3,66.94,66.75,102.0,194.79,20.06
1026,13.5,3,62.98,62.32,96.16,186.47,32.41
1027,13.58,3,68.0,65.22,101.77,189.28,25.49
1028,13.67,3,63.12,64.5,85.65,166.04,29.76
1029,13.75,3,60.41,60.87,93.87,176.77,23.76
1030,13.83,3,63.82,65.81,80.07,160.29,23.82
1031,13.92,3,62.43,63.06,106.68,203.16,25.29
1032,14.0,3,59.48,58.75,89.43,165.79,33.36
1033,14.08,3,69.86,65.1,108.11,210.46,35.52
1034,14.17,3,58.47,63.93,90.62,177.25,22.48
1035,14.25,3,53.78,57.33,79.83,151.63,28.43
1036,14.33,3,66.92,66.9,90.98,176.24,26.82
1037,14.42,3,59.09,61.83,80.06,156.51,32.84
1038,14.5,3,59.83,61.58,93.03,175.32,29.57
1039,14.58,3,59.35,66.73,92.03,175.98,25.95
1040,14.67,3,58.33,58.68,89.46,172.25,24.91
1041,14.75,3,57.36,59.33,82.88,155.81,26.77
1042,14.83,3,56.26,60.27,85.81,171.2,26.0
1043,14.92,3,59.67,66.68,83.23,149.92,20.51
1044,15.0,3,57.74,60.94,78.84,155.29,25.27
1045,15.08,3,61.39,63.17,86.45,159.51,22.74
1046,15.17,3,60.2,61.42,85.37,162.46,22.93
1047,15.25,3,54.94,60.44,92.64,168.77,28.19
1048,15.33,3,58.24,60.66,73.96,136.54,25.37
1049,15.42,3,56.06,61.62,82.0,157.17,22.2
1050,15.5,3,53.7,60.72,84.5,162.47,18.58
1051,15.58,3,59.24,61.19,101.97,198.85,21.71
1052,15.67,3,56.05,57.97,77.4,147.32,23.77
1053,15.75,3,54.68,59.8,71.69,142.13,30.41
1054,15.83,3,52.75,61.54,84.09,161.3,18.99
1055,15.92,3,51.78,56.65,78.45,154.1,24.12
1056,16.0,3,91.09,76.66,122.55,225.12,78.1
1057,16.08,3,84.92,70.8,120.41,227.18,79.82
1058,16.17,3,79.55,68.72,117.35,223.1,74.09
1059,16.25,3,99.5,82.38,202.93,372.8,80.21
1060,16.33,3,86.3,75.22,120.98,229.66,80.0
1061,16.42,3,53.64,59.84,89.9,174.21,20.3
1062,16.5,3,57.46,56.21,85.53,161.37,27.53
1063,16.58,3,46.85,54.98,71.56,142.69,16.14
1064,16.67,3,44.87,56.41,74.56,134.2,21.47
1065,16.75,3,52.34,55.66,67.72,122.33,22.14
1066,16.83,3,51.98,57.68,82.3,152.98,20.11
1067,16.92,3,38.91,54.04,59.26,118.08,23.62
1068,17.0,3,47.99,53.57,61.95,117.74,26.11
1069,17.08,3,46.22,52.44,73.87,136.28,25.83
1070,17.17,3,44.46,52.02,64.68,125.99,22.63
1071,17.25,3,45.36,56.08,56.52,112.24,16.41
1072,17.33,3,50.56,56.64,68.7,130.48,21.32
1073,17.42,3,44.48,56.77,81.9,151.49,25.14
1074,17.5,3,44.17,55.12,63.55,124.43,25.01
1075,17.58,3,41.51,57.44,67.4,135.29,25.16
1076,17.67,3,51.18,55.56,67.75,125.88,24.05
1077,17.75,3,47.83,57.19,89.2,178.47,21.23
1078,17.83,3,37.15,50.13,60.13,115.41,11.43
1079,17.92,3,42.0,55.1,59.93,114.68,23.95
1080,18.0,3,46.85,56.32,78.3,151.61,21.32
1081,18.08,3,49.05,55.09,90.26,172.98,17.25
1082,18.17,3,47.07,55.87,68.22,122.79,24.82
1083,18.25,3,42.45,54.25,60.3,118.01,26.29
1084,18.33,3,36.5,50.23,77.16,151.77,22.59
1085,18.42,3,45.87,57.1,69.06,139.45,24.17
1086,18.5,3,41.35,51.55,62.73,122.33,24.07
1087,18.58,3,42.2,58.17,50.64,99.37,10.55
1088,18.67,3,40.91,55.32,63.82,128.5,27.11
1089,18.75,3,36.35,52.06,47.78,104.96,15.92
1090,18.83,3,41.95,59.57,60.85,120.01,17.67
1091,18.92,3,41.04,52.85,49.25,97.73,18.38
1092,19.0,3,38.33,53.47,70.88,143.87,18.16
1093,19.08,3,41.05,53.92,52.53,98.9,26.26
1094,19.17,3,34.18,51.97,41.01,84.14,20.72
1095,19.25,3,37.63,54.93,52.89,117.24,16.69
1096,19.33,3,38.25,53.31,70.88,139.85,17.45
1097,19.42,3,31.68,51.34,49.45,102.85,27.9
1098,19.5,3,37.15,50.62,57.09,111.11,20.7
1099,19.58,3,39.51,52.37,66.24,132.17,18.15
1100,19.67,3,35.49,54.25,56.37,117.55,12.38
1101,19.75,3,36.03,52.41,68.15,125.09,12.31
1102,19.83,3,37.73,52.48,58.36,114.57,14.97
1103,19.92,3,34.02,48.8,54.04,109.02,18.89
1104,20.0,3,61.08,64.42,106.41,201.26,70.4
1105,20.08,3,57.63,59.37,84.6,159.84,67.56
1106,20.17,3,61.33,60.45,90.44,179.76,70.72
1107,20.25,3,32.72,49.95,52.58,105.66,20.44
1108,20.33,3,35.28,46.07,42.33,82.69,13.92
1109,20.42,3,35.15,52.04,64.16,130.41,20.49
1110,20.5,3,35.59,51.77,71.0,144.74,20.77
1111,20.58,3,30.7,48.11,61.89,127.1,17.2
1112,20.67,3,24.53,45.51,39.97,79.86,14.91
1113,20.75,3,34.41,50.25,54.9,106.97,18.01
1114,20.83,3,33.0,48.27,57.39,108.1,12.06
1115,20.92,3,28.95,48.39,52.25,105.31,11.91
1116,21.0,3,64.51,63.53,177.14,334.34,36.29
1117,21.08,3,25.48,46.69,47.2,97.79,11.36
1118,21.17,3,33.86,49.93,52.74,113.7,11.4
1119,21.25,3,28.8,47.25,50.65,91.47,14.32
1120,21.33,3,26.78,47.61,55.12,109.92,18.53
1121,21.42,3,27.23,48.81,71.0,141.96,19.05
1122,21.5,3,28.32,46.7,45.0,87.95,12.98
1123,21.58,3,28.83,48.76,51.4,96.87,17.59
1124,21.67,3,28.79,48.99,46.64,87.91,15.02
1125,21.75,3,26.87,44.52,49.7,99.98,17.48
1126,21.83,3,28.83,49.93,57.4,107.17,16.04
1127,21.92,3,27.93,51.68,46.85,101.7,14.21
1128,22.0,3,25.41,46.26,30.5,67.47,13.76
1129,22.08,3,24.67,45.76,52.83,104.1,7.37
1130,22.17,3,29.39,47.8,51.31,101.96,16.46
1131,22.25,3,28.9,49.25,46.94,99.9,16.92
1132,22.33,3,27.07,48.2,42.97,94.04,11.13
1133,22.42,3,29.93,45.29,53.4,101.46,16.14
1134,22.5,3,19.66,42.11,33.02,65.77,13.89
1135,22.58,3,24.38,46.99,39.63,79.55,8.68
1136,22.67,3,22.16,44.68,31.6,63.76,12.45
1137,22.75,3,33.96,47.95,50.29,91.5,15.28
1138,22.83,3,28.42,50.79,54.15,103.4,17.82
1139,22.92,3,25.52,44.89,34.58,68.72,21.36
1140,23.0,3,28.43,47.86,58.33,109.0,17.3
1141,23.08,3,29.48,47.92,40.94,85.9,22.01
1142,23.17,3,29.34,46.05,51.41,101.91,16.45
1143,23.25,3,28.61,48.24,53.21,108.87,18.64
1144,23.33,3,24.38,46.76,50.86,96.62,16.36
1145,23.42,3,23.48,44.63,49.77,102.76,25.52
1146,23.5,3,21.8,44.14,40.49,83.61,14.84
1147,23.58,3,26.88,48.3,45.88,89.84,19.85
1148,23.67,3,24.52,42.08,49.2,106.57,16.94
1149,23.75,3,23.58,43.92,45.52,92.5,20.4
1150,23.83,3,23.37,45.94,40.28,79.87,18.37
1151,23.92,3,30.08,47.48,54.06,108.72,18.88
1152,0.0,4,43.57,53.53,65.95,123.98,39.19
1153,0.08,4,46.65,57.8,66.18,128.23,40.31
1154,0.17,4,26.87,45.83,44.22,99.74,14.25
1155,0.25,4,25.24,50.32,49.18,89.68,15.14
1156,0.33,4,24.99,42.74,37.56,74.97,16.69
1157,0.42,4,21.55,40.27,49.71,98.74,12.93
1158,0.5,4,20.76,46.1,35.45,71.98,7.28
1159,0.58,4,27.01,45.19,32.41,65.84,20.86
1160,0.67,4,22.03,42.98,45.86,101.01,17.3
1161,0.75,4,26.12,48.73,31.35,63.65,16.77
1162,0.83,4,29.38,47.23,42.16,87.87,22.36
1163,0.92,4,23.24,47.28,62.27,119.03,12.6
1164,1.0,4,32.72,48.5,62.74,124.93,17.66
1165,1.08,4,22.33,45.77,49.62,103.99,16.22
1166,1.17,4,29.39,47.2,41.32,84.0,15.69
1167,1.25,4,27.55,45.56,46.56,90.96,13.7
1168,1.33,4,30.39,52.13,61.39,119.89,21.1
1169,1.42,4,22.45,47.34,47.06,97.38,16.75
1170,1.5,4,34.6,49.12,65.6,132.42,21.15
1171,1.58,4,26.07,46.37,60.53,120.25,13.22
1172,1.67,4,29.24,51.11,55.37,109.27,20.63
1173,1.75,4,32.12,47.48,43.7,95.05,15.54
1174,1.83,4,25.14,44.45,49.96,96.79,17.27
1175,1.92,4,30.36,49.6,49.54,97.11,25.51
1176,2.0,4,24.98,50.78,34.65,81.34,19.65
1177,2.08,4,32.79,49.86,61.51,120.23,19.55
1178,2.17,4,25.47,48.56,55.18,112.62,21.77
1179,2.25,4,28.51,45.79,48.46,92.79,14.85
1180,2.33,4,29.69,49.08,53.19,110.75,19.38
1181,2.42,4,31.62,48.51,37.94,72.54,14.58
1182,2.5,4,36.02,54.94,67.22,124.87,17.56
1183,2.58,4,27.82,50.72,54.73,112.98,23.32
1184,2.67,4,33.66,54.71,57.4,111.51,19.51
1185,2.75,4,36.86,50.2,49.21,97.37,24.84
1186,2.83,4,52.31,58.61,118.3,225.09,22.67
1187,2.92,4,28.63,48.63,65.57,126.57,22.04
1188,3.0,4,24.8,44.85,36.77,70.94,16.41
1189,3.08,4,37.76,52.25,61.39,117.66,19.98
1190,3.17,4,30.63,50.6,44.01,84.34,17.75
1191,3.25,4,28.31,46.64,33.97,76.95,18.52
1192,3.33,4,27.39,45.92,51.45,108.64,15.81
1193,3.42,4,28.97,46.5,54.6,104.07,11.69
1194,3.5,4,36.04,48.53,44.9,93.0,18.87
1195,3.58,4,36.88,53.3,68.12,131.25,19.75
1196,3.67,4,35.81,49.7,53.76,114.07,25.49
1197,3.75,4,34.35,48.84,47.56,107.46,9.55
1198,3.83,4,29.89,49.51,41.69,88.7,23.94
1199,3.92,4,32.07,49.41,60.45,116.25,22.21
1200,4.0,4,56.39,59.32,67.67,126.01,64.74
1201,4.08,4,62.65,64.81,80.24,155.66,64.17
1202,4.17,4,57.31,59.66,87.22,166.22,58.14
1203,4.25,4,33.65,45.79,57.77,106.78,26.22
1204,4.33,4,35.91,53.82,49.91,100.24,23.91
1205,4.42,4,31.1,47.34,62.61,133.26,18.78
1206,4.5,4,37.51,50.44,51.11,106.02,20.52
1207,4.58,4,37.38,50.39,58.18,108.92,18.91
1208,4.67,4,42.3,54.16,63.04,123.38,22.95
1209,4.75,4,35.7,50.52,55.15,111.13,18.75
1210,4.83,4,34.44,52.47,54.76,111.04,19.84
1211,4.92,4,38.09,55.43,58.91,107.86,21.28
1212,5.0,4,35.98,49.83,56.28,110.71,28.72
1213,5.08,4,40.38,51.3,62.0,122.91,16.46
1214,5.17,4,34.16,49.33,64.68,125.49,19.18
1215,5.25,4,38.98,53.42,59.92,108.2,24.65
1216,5.33,4,38.28,51.99,66.47,128.89,22.88
1217,5.42,4,43.94,53.77,68.92,137.98,23.7
1218,5.5,4,39.55,50.2,65.39,124.85,31.93
1219,5.58,4,36.75,47.12,65.32,125.22,23.54
1220,5.67,4,66.58,62.95,145.86,279.54,24.15
1221,5.75,4,44.81,57.69,73.79,141.83,18.24
1222,5.83,4,43.18,55.3,65.12,127.77,20.64
1223,5.92,4,42.42,53.71,58.22,105.48,18.86
1224,6.0,4,42.65,55.65,72.39,135.03,20.98
1225,6.08,4,45.83,53.05,66.59,140.82,22.81
1226,6.17,4,42.76,54.36,69.33,143.07,21.78
1227,6.25,4,45.16,51.75,54.19,109.91,11.46
1228,6.33,4,49.37,57.91,80.05,144.09,19.32
1229,6.42,4,42.62,54.7,86.87,159.7,23.52
1230,6.5,4,47.46,56.92,71.89,132.61,28.44
1231,6.58,4,41.78,56.14,63.03,116.59,18.83
1232,6.67,4,49.27,58.72,70.43,134.85,20.72
1233,6.75,4,45.48,53.05,74.02,147.13,21.01
1234,6.83,4,52.9,61.17,76.04,143.72,30.12
1235,6.92,4,44.58,54.64,73.68,141.07,21.36
1236,7.0,4,51.72,54.34,90.85,171.99,13.96
1237,7.08,4,54.87,59.47,87.57,172.15,30.87
1238,7.17,4,47.41,57.63,70.49,141.35,24.62
1239,7.25,4,48.41,54.76,64.17,126.32,16.93
1240,7.33,4,48.54,59.51,69.98,142.35,20.09
1241,7.42,4,50.55,55.9,74.37,141.96,19.45
1242,7.5,4,54.46,58.55,69.81,144.39,22.78
1243,7.58,4,51.07,56.65,84.98,159.93,28.72
1244,7.67,4,49.53,53.87,78.99,142.34,14.91
1245,7.75,4,46.78,54.06,62.75,116.63,20.32
1246,7.83,4,59.84,60.51,72.58,133.88,25.41
1247,7.92,4,60.5,61.97,93.34,174.32,24.85
1248,8.0,4,82.21,65.99,100.5,196.55,65.24
1249,8.08,4,77.79,71.44,109.02,203.99,72.08
1250,8.17,4,83.61,74.04,112.06,204.93,68.14
1251,8.25,4,84.68,75.47,123.02,224.15,67.89
1252,8.33,4,55.58,57.03,88.19,168.46,25.28
1253,8.42,4,56.97,60.05,76.79,155.85,23.12
1254,8.5,4,61.49,64.55,95.89,183.7,23.16
1255,8.58,4,51.78,60.35,74.82,149.39,19.24
1256,8.67,4,61.35,65.57,88.77,171.8,34.1
1257,8.75,4,57.1,60.9,83.84,153.28,27.45
1258,8.83,4,54.62,59.47,98.53,190.35,22.13
1259,8.92,4,55.22,56.73,80.31,148.87,28.89
1260,9.0,4,56.12,62.38,68.96,132.05,26.12
1261,9.08,4,55.21,58.92,75.54,142.35,23.96
1262,9.17,4,65.95,64.74,100.04,189.55,22.37
1263,9.25,4,61.76,62.72,86.83,165.06,22.13
1264,9.33,4,64.05,59.03,91.98,173.65,29.89
1265,9.42,4,62.57,61.53,86.62,164.54,28.65
1266,9.5,4,61.08,63.39,73.3,143.27,19.78
1267,9.58,4,61.39,62.53,82.44,157.02,23.72
1268,9.67,4,59.99,62.92,86.37,164.61,27.72
1269,9.75,4,60.52,63.8,73.47,152.21,29.58
1270,9.83,4,56.94,58.98,73.9,148.21,26.29
1271,9.92,4,65.88,63.62,91.34,171.92,24.65
1272,10.0,4,55.97,59.91,79.52,153.67,24.94
1273,10.08,4,58.83,63.02,88.75,169.89,23.86
1274,10.17,4,69.78,65.93,96.52,184.14,28.97
1275,10.25,4,63.41,59.97,93.96,179.02,31.77
1276,10.33,4,63.75,63.29,85.9,165.05,22.81
1277,10.42,4,65.54,65.96,95.34,180.35,27.51
1278,10.5,4,58.09,63.85,96.47,180.58,24.13
1279,10.58,4,58.76,62.0,87.83,166.15,23.64
1280,10.67,4,62.24,60.03,87.8,159.37,25.0
1281,10.75,4,60.78,61.54,80.39,158.18,30.45
1282,10.83,4,63.81,64.67,92.27,178.5,28.27
1283,10.92,4,65.9,66.39,92.34,186.26,24.56
1284,11.0,4,69.18,67.15,102.51,188.55,29.89
1285,11.08,4,67.27,64.77,81.14,154.04,24.58
1286,11.17,4,61.05,64.19,86.75,171.99,18.1
1287,11.25,4,63.3,62.21,94.32,181.57,16.61
1288,11.33,4,62.43,63.46,90.95,181.87,27.61
1289,11.42,4,61.21,64.04,85.79,171.81,24.16
1290,11.5,4,60.47,63.37,84.8,152.64,29.11
1291,11.58,4,70.71,68.02,91.06,175.19,29.23
1292,11.67,4,64.96,65.38,95.98,184.09,27.28
1293,11.75,4,64.17,61.78,95.41,181.62,24.24
1294,11.83,4,66.68,65.04,83.71,158.5,28.76
1295,11.92,4,66.86,63.27,101.35,200.25,32.92
1296,12.0,4,91.34,75.53,119.38,224.74,58.4
1297,12.08,4,84.82,70.83,113.78,204.8,64.25
1298,12.17,4,88.82,75.66,136.41,253.33,71.23
1299,12.25,4,84.2,68.96,128.85,252.29,60.11
1300,12.33,4,86.69,75.24,107.45,197.83,65.85
1301,12.42,4,65.08,64.32,82.86,165.24,23.54
1302,12.5,4,65.37,68.22,85.04,168.28,25.27
1303,12.58,4,65.15,63.91,105.87,199.29,19.2
1304,12.67,4,67.5,64.97,91.15,175.01,30.81
1305,12.75,4,62.53,64.5,78.24,150.48,26.23
1306,12.83,4,65.16,64.03,103.05,192.86,20.51
1307,12.92,4,61.77,63.35,93.88,175.63,27.12
1308,13.0,4,74.54,70.53,122.46,237.53,29.47
1309,13.08,4,61.01,61.92,92.94,176.43,22.5
1310,13.17,4,61.62,65.12,88.69,165.78,33.28
1311,13.25,4,67.03,61.8,97.46,188.16,28.82
1312,13.33,4,62.29,66.24,86.12,167.16,30.73
1313,13.42,4,66.73,61.45,105.52,192.48,26.04
1314,13.5,4,64.01,66.51,102.68,191.61,19.5
1315,13.58,4,61.9,59.12,76.61,139.41,16.18
1316,13.67,4,60.49,66.18,95.13,193.98,21.07
1317,13.75,4,60.18,62.4,78.64,149.74,30.44
1318,13.83,4,61.37,60.73,107.95,200.93,23.3
1319,13.92,4,61.92,66.6,101.45,190.1,29.65
1320,14.0,4,59.41,59.56,77.19,145.16,20.19
1321,14.08,4,61.72,62.32,90.97,172.83,22.78
1322,14.17,4,58.04,66.33,92.59,182.84,22.44
1323,14.25,4,64.28,64.71,87.14,167.34,26.97
1324,14.33,4,64.7,60.06,81.71,150.14,20.77
1325,14.42,4,58.66,60.85,86.21,159.44,21.49
1326,14.5,4,58.21,60.47,83.57,161.3,23.62
1327,14.58,4,61.22,62.93,81.15,151.91,19.93
1328,14.67,4,64.75,64.05,102.59,193.7,19.15
1329,14.75,4,65.24,65.45,82.98,172.59,26.42
1330,14.83,4,54.84,56.62,79.94,148.86,18.4
1331,14.92,4,62.97,62.24,92.02,168.4,30.6
1332,15.0,4,58.93,62.14,88.18,165.03,29.7
1333,15.08,4,58.68,59.88,94.46,171.04,22.34
1334,15.17,4,60.28,64.32,85.41,170.18,27.48
1335,15.25,4,56.5,58.94,67.8,126.25,24.4
1336,15.33,4,88.43,75.08,184.85,337.86,36.38
1337,15.42,4,82.81,72.06,170.96,311.05,28.87
1338,15.5,4,62.29,61.0,88.59,161.01,27.61
1339,15.58,4,50.37,57.79,74.35,143.56,23.84
1340,15.67,4,55.67,57.43,86.01,161.06,24.96
1341,15.75,4,49.34,56.31,79.47,144.02,19.87
1342,15.83,4,53.07,58.94,64.39,124.04,28.01
1343,15.92,4,46.98,53.29,71.23,140.05,20.11
1344,16.0,4,74.18,69.63,102.45,192.2,53.29
1345,16.08,4,72.99,68.37,103.19,198.73,51.77
1346,16.17,4,70.32,67.71,84.39,170.39,51.34
1347,16.25,4,68.68,65.91,108.0,208.47,52.61
1348,16.33,4,54.55,57.25,80.52,156.01,25.44
1349,16.42,4,49.51,57.28,77.82,154.13,25.51
1350,16.5,4,71.12,68.25,170.08,327.28,28.29
1351,16.58,4,48.04,54.24,76.13,139.82,27.68
1352,16.67,4,51.13,55.79,64.03,128.42,23.25
1353,16.75,4,49.39,56.73,73.58,137.45,15.17
1354,16.83,4,49.67,56.61,80.0,155.21,17.8
1355,16.92,4,52.42,58.56,78.36,144.44,25.91
1356,17.0,4,53.55,58.51,92.91,181.02,22.09
1357,17.08,4,54.83,59.99,73.95,144.51,22.13
1358,17.17,4,49.54,59.74,84.41,169.43,18.53
1359,17.25,4,50.12,58.63,81.85,155.98,20.93
1360,17.33,4,49.13,57.22,74.67,142.89,20.74
1361,17.42,4,42.18,51.77,68.27,131.42,22.51
1362,17.5,4,80.9,69.96,190.73,365.62,29.25
1363,17.58,4,45.9,57.34,67.62,134.89,26.58
1364,17.67,4,44.96,54.29,73.56,149.14,18.62
1365,17.75,4,46.16,53.84,69.2,138.19,22.36
1366,17.83,4,45.1,59.49,69.61,139.7,14.65
1367,17.92,4,41.98,56.94,73.32,134.6,23.13
1368,18.0,4,44.47,54.76,53.37,103.26,15.43
1369,18.08,4,42.33,51.88,68.75,130.64,22.86
1370,18.17,4,66.4,66.33,187.48,347.76,19.24
1371,18.25,4,38.8,51.48,58.55,114.87,15.57
1372,18.33,4,43.57,56.38,57.33,105.15,24.24
1373,18.42,4,46.64,55.01,67.86,132.36,27.92
1374,18.5,4,33.89,53.54,43.54,78.37,8.47
1375,18.58,4,38.91,51.47,63.5,128.18,15.37
1376,18.67,4,43.04,59.1,66.05,129.42,28.08
1377,18.75,4,44.17,55.27,70.56,143.23,21.61
1378,18.83,4,39.2,55.41,60.99,120.85,15.67
1379,18.92,4,37.86,50.96,62.0,119.28,25.37
1380,19.0,4,44.09,52.22,71.51,130.85,23.36
1381,19.08,4,42.19,49.37,56.05,108.91,20.99
1382,19.17,4,41.99,56.45,68.16,128.75,12.83
1383,19.25,4,36.93,51.76,70.91,139.49,27.62
1384,19.33,4,42.06,51.43,57.78,111.89,21.56
1385,19.42,4,30.94,51.56,54.6,111.3,16.5
1386,19.5,4,41.31,55.9,74.92,151.63,26.17
1387,19.58,4,36.71,54.29,49.81,92.6,15.51
1388,19.67,4,37.0,48.97,65.78,128.39,14.88
1389,19.75,4,32.85,52.27,52.64,104.51,14.32
1390,19.83,4,29.42,49.01,58.39,116.67,15.83
1391,19.92,4,35.76,53.95,51.31,105.8,19.05
1392,20.0,4,55.81,61.2,81.9,165.36,54.84
1393,20.08,4,55.97,60.53,70.01,130.47,47.31
1394,20.17,4,36.34,53.87,62.1,113.92,20.3
1395,20.25,4,35.18,52.53,60.8,120.39,16.38
1396,20.33,4,30.3,50.8,55.68,112.47,17.14
1397,20.42,4,35.86,50.16,61.96,125.14,23.8
1398,20.5,4,29.2,47.8,49.31,94.96,19.27
1399,20.58,4,36.36,47.89,46.81,86.36,21.39
1400,20.67,4,31.85,48.21,61.16,126.18,15.5
1401,20.75,4,31.64,50.82,52.66,107.34,25.61
1402,20.83,4,34.52,51.66,59.57,115.33,21.32
1403,20.92,4,34.67,48.64,55.13,99.23,16.97
1404,21.0,4,33.56,52.66,70.94,134.34,22.95
1405,21.08,4,27.68,53.4,43.68,92.09,19.2
1406,21.17,4,32.92,48.01,49.66,101.56,13.18
1407,21.25,4,27.11,46.79,35.04,66.18,17.58
1408,21.33,4,32.44,48.35,54.83,111.78,14.24
1409,21.42,4,24.41,45.8,59.16,116.05,7.94
1410,21.5,4,28.81,48.51,50.57,107.35,15.47
1411,21.58,4,26.0,45.3,48.01,92.94,21.04
1412,21.67,4,31.66,48.69,60.78,116.32,23.81
1413,21.75,4,32.27,49.7,55.03,109.62,16.03
1414,21.83,4,28.83,48.92,59.19,114.45,16.07
1415,21.92,4,28.48,50.75,59.96,113.56,22.71
1416,22.0,4,30.14,48.54,46.43,102.78,20.22
1417,22.08,4,53.27,57.85,122.18,237.03,25.28
1418,22.17,4,27.39,48.72,53.39,101.29,17.41
1419,22.25,4,47.9,57.35,131.51,247.82,24.87
1420,22.33,4,29.14,47.73,41.6,77.22,17.17
1421,22.42,4,20.19,45.05,33.8,79.35,21.17
1422,22.5,4,29.71,47.6,45.2,95.16,16.95
1423,22.58,4,23.87,44.68,44.83,95.71,15.43
1424,22.67,4,25.37,42.62,53.42,104.89,8.12
1425,22.75,4,29.27,47.51,58.55,121.26,21.55
1426,22.83,4,24.47,42.49,50.69,107.13,12.27
1427,22.92,4,28.06,46.35,46.34,92.59,7.54
1428,23.0,4,29.67,49.51,68.36,127.31,16.7
1429,23.08,4,25.96,43.67,46.42,95.72,15.14
1430,23.17,4,26.56,46.57,43.77,88.15,18.44
1431,23.25,4,24.97,46.37,34.03,80.52,18.84
1432,23.33,4,25.71,46.09,43.07,87.78,13.12
1433,23.42,4,21.33,43.63,44.1,89.91,26.21
1434,23.5,4,24.14,46.52,31.28,70.34,15.23
1435,23.58,4,20.61,45.2,32.1,67.8,8.4
1436,23.67,4,21.93,44.87,37.58,81.11,21.81
1437,23.75,4,47.51,55.53,139.52,258.44,24.79
1438,23.83,4,25.94,48.4,39.27,75.09,18.12
1439,23.92,4,30.93,46.29,61.11,115.43,15.99
1440,0.0,5,43.48,55.94,53.98,105.47,60.55
1441,0.08,5,48.46,57.65,74.56,144.8,52.94
1442,0.17,5,49.03,57.46,77.99,152.88,60.67
1443,0.25,5,40.92,53.39,60.23,120.68,69.55
1444,0.33,5,41.69,49.98,63.22,123.84,56.1
1445,0.42,5,22.31,47.81,41.44,79.25,16.28
1446,0.5,5,18.56,45.03,42.34,89.71,7.9
1447,0.58,5,14.41,39.56,44.53,82.65,11.52
1448,0.67,5,16.75,44.05,24.82,48.84,9.13
1449,0.75,5,20.51,44.61,32.28,68.33,16.84
1450,0.83,5,16.33,41.18,27.66,63.78,14.95
1451,0.92,5,9.47,41.64,26.26,60.41,7.16
1452,1.0,5,18.13,42.3,33.56,69.91,14.89
1453,1.08,5,18.51,46.04,42.54,88.79,15.12
1454,1.17,5,19.48,44.83,33.12,64.29,15.57
1455,1.25,5,23.95,47.69,36.64,73.14,19.4
1456,1.33,5,19.84,45.09,32.71,66.14,21.22
1457,1.42,5,20.62,45.34,40.67,78.33,12.7
1458,1.5,5,23.59,46.04,51.01,100.03,14.67
1459,1.58,5,20.06,42.57,38.71,78.64,14.32
1460,1.67,5,27.63,47.56,43.69,86.34,11.7
1461,1.75,5,15.87,43.98,25.8,55.16,9.94
1462,1.83,5,17.18,44.17,47.3,85.15,16.55
1463,1.92,5,22.75,46.24,28.21,62.71,23.39
1464,2.0,5,25.15,42.13,43.69,86.62,12.13
1465,2.08,5,20.22,43.67,45.19,89.3,24.23
1466,2.17,5,17.56,42.27,34.48,65.11,12.13
1467,2.25,5,27.44,45.14,43.4,95.87,21.71
1468,2.33,5,18.69,45.22,41.71,93.07,16.39
1469,2.42,5,22.84,41.23,33.66,62.24,16.49
1470,2.5,5,26.45,48.58,32.81,67.89,14.9
1471,2.58,5,20.51,46.89,42.43,91.02,15.19
1472,2.67,5,20.08,43.62,31.14,64.25,12.18
